text,source
夏夜里芦笛声声清<br/>我们围着篝火<br/>无拘无束如小鸟奔向丛林<br/>阳光下碧波荡漾<br/>晚风里繁星闪闪<br/>烟雾呵你带着<br/>带着情意<br/>我轻轻地呼唤着<br/>故乡亲爱的妈妈<br/>贝加尔湖边我的家<br/>贝加尔湖边我的家<br/>在头顶永远有一个太阳<br/>我这才感到安全<br/>永远那么明亮<br/>友谊使生活变得轻松<br/>愿,p99
孤风中的他留下了身影，<br/>曾经也算是英厚雄姿。<br/>雨落荒野浪卷起堆堆雪，<br/>更有悲添那痛失家国。<br/>一个真正自由的心，<br/>不需去修改其志节。<br/>仇恨吞噬人而鲜血化红花，<br/>笑声渗透着漩涡何玖。<br/><br/>漫漫的长路留怆能终止，<br/><br/>痛心啊他远远倦逝。<br/>漫漫的长路曲能为结局，<br/><br/>心,p99
让她自由   @赵：<br/>让生命沿小街奔跑<br/>让光阴在雪地上飘落<br/>即使今天只有一把淡茶<br/>让孤独的心再次回首<br/>她无忧无虑地离开我<br/>而我也将随她远去<br/>让生命沿小街奔跑<br/>让光阴在雪地上飘落<br/>即使今天只有一把淡茶<br/>让孤独的心再次回首<br/>她无忧无虑地离开我<br/>而我也将随她远去,p99
"Delerium EP Version<br/><br/>星际冲冲冲<br/><br/>Space Invaders<br/><br/>You Got Some Power<br/><br/>你已有了力量<br/><br/>You Have A Lot Of Love You Can Share<br/><br/>你有许多的爱，你能够分享<br/><br/>Is There Something In The Air?<br/><br/>近来空气中有什么怪气味？<br/><br/>You Blew In The Wind<br/><br/>你自由地随风荡漾着<br/><br/>For You Have Seen The Light<br/><br/>因为你看到了这光芒<br/><br/>You're Too Wild, Sorry Don't Give A Damn<br/><br/>你太",p99
他们说<br/>朝着目标有太多道路<br/>有时难以判断<br/>至北极或韩国<br/>走得越久<br/>闲来加把劲儿<br/>即可绕地球一个圈<br/>本杰明，巴兹和格拉迪斯<br/>全都开始于一个雪葩<br/>我们一路也犯错<br/>他们说我太低了<br/>说我太慵懒了<br/>他们说，这肯定很糟糕<br/>人们也许如此想<br/>但我搞定自己<br/>如果他们让我心烦，我炒掉他们<br/>现在我赚,p99
风中的落叶孤寂如此的沉重<br/>仿佛转眼间就要归根<br/>轻轻地落下，好像静静的诉说着<br/>一生悲欢离愁<br/>我愿为你一生守侯<br/>伴着你左右<br/>为你分担快乐与忧愁<br/>风中的落叶啊，乘着风游离人间<br/>你的到来，给我一生的眷恋<br/>风中的落叶啊，不要再掀起心中的涟漪<br/>感谢你能到来，让我今生与你缠绵,p99
1．<br/>第6世纪时盎格鲁萨克森人入侵不列颠岛﹐加洛琳王朝传入罗马文化。<br/><br/>2．<br/>它见证亚瑟王的传说及中世纪血腥的十字军东征。<br/><br/>3．<br/>在6世纪，当盎格鲁萨克逊人入侵英格兰， Celtic 语渐消失，英语(English) 慢慢形成。<br/><br/>4．<br/>威尔士区使用威尔士语、苏格兰区使用苏格兰语等。<br/><br/>5．<br/>当中世纪以来，盎格鲁萨克逊人引致日耳曼民族,p99
"* 当你为恋爱伤神时<br/><br/>* 伴侣泪眼低垂说：""我不能再过那样的日子了。""<br/><br/>* 或许这儿就是答案．天堂从此幽。<br/>* 天堂到何处寻？<br/>遇见生命奇遇，只需把心敞开。<br/>天堂片刻即现...<br/>当你受伤悲心苦时，人们都认为这里毫无希望．<br/><br/>还以为你也会被这强烈的感觉击垮．<br/><br/>那边天色昏暗，你挣扎着想要摆脱这",p99
说的是忘不了的温柔<br/>如今却各自放手<br/>就这么错过<br/>怎么做以后还可以泪流<br/>说什么忘不掉的哀愁<br/>转眼就将沦为朋友<br/>又何必回头<br/>歇斯底里的难过都不说<br/>回头看看朋友都还在<br/>甜蜜不一定能到永久<br/>答应自己就这一次<br/>就算输了也没有关系<br/>你若能够<br/>假装的快乐一点<br/>我就放心地走远了<br/>你是不是仍然不能够<br/>做回自己<br/>你是不是还对从前念念不忘,p99
悲伤再悲伤也挽不回我们的欢颜<br/>怎么让时光回到起点 为何幸福时光那么短暂<br/>我以为我的祈祷能影响到你<br/>但一切都是我的虚幻 我以为你有同样感受<br/>现在才发现一切都难以追回<br/>快节奏的内心 让我慢慢追忆我们明天<br/>为什么生活那么的残忍<br/>想到你我明白 此刻是什么心情<br/>可以让我再爱你一个人 原谅我们的过去<br/>吻总是短暂 但回忆遥远<br/>快节奏的内心 让我慢慢追忆我们,p99
"今夜无人眠<br/><br/>巴勃罗·聂鲁达/安东尼奥·马查多<br/>No hay dos corazones que laten como uno. 没有两颗跳动的心能融在一起<br/>como dos pechos<br/>--porque ahora es cuando pecho es corazón. 如两个胸怀<br/>它们曾经是，现在仍是。<br/>No hay dos manos que puedan aplaudir como una, 没有两手能鼓掌如一， comogaditas,<br/>--porque ahora es cuando viva la vida. 如双",p99
遍历天涯 脚下尽是孤独。<br/>我站在背后 看舞者翩翩起舞。<br/>无尽四季 困倦疲惫不堪。<br/>牢牢看进眼里 的实在太闪亮。<br/>陀罗之火 是这么的耀眼。<br/><br/><br/>这是一名异乡客孤单眺望着火舞者的情怀。<br/>一位过客在风雨中孤单的承受着痛苦<br/>那无数的星星打造的牢笼啊<br/>就像寂寞落寞的影子一样,p99
红十字精神，你像那日夜不息的流水<br/>在你的周围，涌现了多少的感人事迹<br/>当你向前，就会感到爱的奔流，爱的奉献<br/><br/>人道是情同手足，总是用无限的力量去帮助他<br/>那呼唤着你的名字的求你救助的人群<br/><br/>人道是勇于牺牲，总是用宝贵生命去拯救苍生<br/>那落伍在了时代的我们的中国军人<br/><br/>红十字精神，你像那无私无畏的清风<br/>总是吹,p99
多年前深深把你藏在<br/>心中就像多年以前<br/>你坐在那个角落总是<br/>望着窗外的我<br/>当时的你很腼腆<br/>看的人心里也很甜<br/>默默看着你在班级的一角<br/>似乎也能让烦恼<br/>变得很远很遥远<br/>难过的时候<br/>有你给我安慰<br/>你是一个让我坚强起来的天使<br/>这么多年我一个人过<br/>也是时候该放下了<br/>该超越我们的童年（欧耶耶耶）<br/><br/>你让我怎么忘记<br/>这段时光怎么忘记,p99
请给我继续活下去的勇气<br/><br/>粉身碎骨也不<br/><br/>让我们不小心不小心<br/><br/>相爱了<br/><br/>管这叫运气 你先别急着<br/><br/>猜疑<br/><br/>没领情 就算被拒绝<br/><br/>至少能证明<br/><br/>我们相遇过<br/><br/>在拥挤的岛<br/><br/>我离海洋多远<br/><br/>你离期待又是多远<br/><br/>缺点都没说完<br/><br/>谁给谁准不准心碎<br/><br/>又怎样<br/><br/>生命本来就充满了偶然和意外<br/><br/>爱上你我是那么不经意<br/><br/>,p99
《好莱坞星球》<br/>这是一个阴森与热闹<br/>同时上演的剧场<br/>你想跳舞随便跳，想玩就去玩<br/>这就是好莱坞星球<br/>在这里欢乐就是原则<br/>天王巨星高歌不断的殿堂<br/>这是属于你的广场秀<br/>路灯、郊境、广场、十字路口<br/>任何人都是舞林高手<br/>舞台多自由挑战多难伏<br/>好莱坞星球<br/>一个只有光明的舞台<br/>(唱) 第一轮唱的是高歌不断<br/>第二轮唱的是大众情人<br/>第三,p99
披荆斩棘的开往爱的方向 我知道梦总要让汗水浇灌<br/>梦想有多高 就敢攀多高望着天一路寻找自己<br/>捡起身后散落的爱 让自己快乐<br/>受伤 沉默 越散落 愿望越发清楚<br/>终于挣脱了捆绑和禁锢 哪怕发现洋洋洒洒<br/>是根枯草 也依然越挫越勇 开往远方的光明<br/>我知道梦总要付出很大的代价<br/>我可以从,p99
"我往北京走 让我学中文<br/>Chinese boy and girl<br/>没去过天安门甚至没有见过蛇<br/>to take a great journey<br/>每日看着地图 游玩故宫颐和园大观园<br/>and go to the Great Wall.<br/>我的中文水平 就像一个高中生<br/>My Chinese is sweet...<br/>但我能唱上几首国歌<br/>but I can sing the national anthem.<br/>我眼睛上有东方的神秘 我心里也有<br/>There's mystic in my eyes, because it's Eastern",p99
lrc:sunpzh<br/>驱走我心<br/>在那暴雨的驱走<br/>在我的子午线上<br/>有永远的怀念<br/>拾起来又放在一边<br/>我的时针不停止运转<br/>我已经长久地结束<br/>转身擦去了眼泪<br/>我希望我不会骄傲<br/>我以为我渴望<br/>但是如果你真的美丽和光<br/>如果灵魂真的会言语<br/>会再次爱抚着你<br/>虽然我知道它可能不会<br/>远远地看着你<br/>站在这时候，哦爱：<br/>如果灵魂真的会,p99
摘录<br/>你会给我理由 不让我远走吗<br/>你知道我要你留在我身边<br/>别再让我泪眼朦胧<br/>你知道我会永远的关心你<br/>只要你明白这一点<br/>我的爱情是多么的真<br/>你使我的余生如此的甜蜜<br/>我的爱情是多么的真<br/>你从那里来 你又要去那里<br/>你如此的靠近<br/>陪我一起飞翔 直到我双脚<br/>无力的在地上行走<br/>不管可不可能<br/>我都不会放弃对你的爱<br/>你在我心,p99
INVENCIBLE-Invincible<br/>祢是那看不见的神迹<br/>祢超越所有的可能性<br/>荣耀神祢至高无上<br/>赞美祢奇妙的创造<br/>我的血与心服在祢手下<br/>祢是爱的信使<br/>在这世上传播祢之爱<br/>祢是那看得见的耶稣<br/>祢超越所有的可能性<br/>名字永存是因祢之名<br/>我予全世界我所有<br/>因为我的心不再属于我自己<br/>�,p99
渴望之书<br/>我如何生活在梦中？<br/>如此陌生的感觉。<br/>我想我去期望。<br/>我想我是你。<br/>我想我是可塑的。<br/>我想你，我是。<br/>我想你，我，呵呵！<br/>我想我是你的。<br/>我想我是可塑的。<br/>我想你，我是。<br/>我想要，我想你。<br/>哦，我的上帝！<br/>Oooohhhhhh！<br/>我渴望是糖宝贝。<br/>Oooooohhhhhh！<br/>哦，我的上帝！<br/>如果我得到接近,p99
当我还是小孩的时候，<br/>我父母对我期望很高。<br/>他们认为我应该有远大前程。<br/>他们为我的未来做好了安排，<br/>我的整个世界因此而被安排。<br/>但是我违背了他们的期望。<br/>我步入我的路途。<br/>我过上了我自己的生活。<br/>我过上了我自己的生活。<br/>旁：<br/>当妈妈年纪大了，<br/>突然会觉得妈妈在发光。<br/>即使是爸爸也会对我网开一面。<br/>我犯过这样那样的错，<br/>我逃过了一次又一次的训斥。<br/>,p99
.<br/><br/>别哭，要记住我们的诺言<br/><br/>永远守在各自的身边<br/><br/>为我们珍视的东西一起放手一搏。<br/>你一定要记住今天的眼泪啊，你的痛。<br/><br/>会得到报偿的<br/><br/>将所有悲伤倒出来。<br/><br/>看会儿星星，然后充电吧。<br/><br/>要相信，明天仍会到来。<br/><br/>没有眼泪。<br/>宇宙正式进入新的一年，2077。霸王的舰队再次抵达了，已有些许掩埋的记忆又再次复苏。瞬间，音乐,p99
当我们走在夏日的河畔<br/>河水多么清凉<br/>可以在午后捉些蝌蚪<br/>深情款款<br/>当我们躺在绵绵的白沙滩<br/>心中充满了期盼<br/>等待著英俊的白马<br/>来到我的身旁<br/>忽然间一阵风雨<br/>敲打我们的船<br/>我的心也随著白浪翻腾<br/>像雨的四周<br/>心里多么的不安<br/>可爱的姑娘<br/>别为我担心<br/>我会回到你身旁<br/>相信我 oh<br/>明天雪莱再回到,p99
这世界中唯一能称之为生命的力量<br/>就是那从眼瞳中流露出的锐利的目光<br/>即使赌上所有的一切，也要战胜那遥远的生命<br/>因为拥有钢铁般的心脏，所以将迈向完全一样的道路前进<br/>因为总有一天会来到眼前，所以能毫无恐惧地面对空虚而又永恒的生命<br/>超越极限的速度在这世界上奔驰，自由浪漫地追寻着相同的空气<br/>跨越危险的世界，用钢铁般的力量，在未知的神秘中,p99
哆-哆-啦-哆-啦 哆--<br/>啦-啦-哆-哆-啦-啦<br/>哆-哆-啦-哆-啦 哆--<br/>-啦-啦-哆-哆-啦-啦<br/>有没有 听心跳的声音<br/>祈求你 听到我现在的声音<br/>进入我 感应我的心<br/>这样才能 让我不辛苦<br/>这样才能 结束我的梦想<br/>这样才能 明白我想要什么？<br/>你 在很远的地方<br/>是否会 感应到我,p99
《Bumper Chorus》 - Wilson Phillips<br/>Your fascination<br/>With my head on parade<br/>Your imagination<br/>Running wild and free<br/>My defenses are cracking<br/>I'm coming apart at the seams<br/>You seem to arouse in me<br/>Raging emotions<br/>Ooh ooh ooh<br/>My body's a playground<br/>Of a sex fever<br/>My mind is a junkyard<br/>Of rejected memories<br/>Ooh ooh ooh<br/>My heart beats for you<br/>My eyes see,p99
你看那边不安静的人吗？<br/>告诉他们什么都没有，但保持安静！<br/>因为如果我答应给他们<br/>无论是在阳光还是月光下<br/>我都没有找到另一个地方<br/>让你能拥有一个安全的地面<br/>好吗？<br/>所以你看那边不安静的人<br/>不要赶他们走<br/>即使他知道他知道<br/>但是，没有人知道鬼是什么?<br/>。<br/>所以，为了我，我建造了斜坡的草地<br/>你永远不应该忘记<br/>如果这世界上有的事情<br/>那我的是你<br/>没有。,p99
听着圣诞节的钟声<br/>我们的心迎来了黎明<br/>欢呼雀跃的日子<br/>世界充满了欢乐<br/>你感到是那么的温柔<br/>你感到是那么的温暖<br/>世界变得那么祥和<br/><br/>圣诞节到了<br/>在海顿和你一起<br/>(娜塔莉)<br/>中央公园雪花纷飞<br/>(安娜贝勒)<br/>当北风吹起<br/>树木摇摇欲坠<br/>圣诞节到了<br/>快从壁炉捧起火<br/>(尤丽)<br/>围着冰冷的火<br/><br/>慢慢等待<br/>(,p99
"徘徊在夜半时分之黑色孤军。<br/>Lost in the dark whenever the night falls.<br/>困在战幔处 立于混乱市，从头叹到尾。<br/>Lost in the chaos.<br/>I am starting to be disenchanted.<br/>为何这乱世从未完整。<br/>Why is this world never complete?<br/>事如残缺。<br/>Who are they trying to fool?<br/>三思而后行。到头来，你方将流浪。<br/>Beware, before it gets you",p99
"“On this day I found you,<br/>你是在今朝，<br/><br/>You filled my dream with music.<br/>你给我的梦里，<br/><br/>With sweet things that sound too good to be true.<br/>添满了甜蜜，<br/><br/>To hold in my arms the only thing I ever need<br/>拥着你便能得到，<br/><br/>Sweet saint of endless sorrow.<br/>永远无穷的哀伤的<br/><br/>Remember my heart was empty and cold and brave<br/>别忘记我这样的一个心，<br/><br/>Until the day I called you",p99
来到这陌生的国度。<br/>犹如从天堂掉进地狱。<br/>虽然挫折不断 把我困在谷底。<br/>一想到上帝无穷的恩典。<br/>我已不再怀疑，真的。<br/>我从不以为自己坚强， 可知上帝早已在改变我。<br/>主，我是如此软弱！<br/>如果你真是主， 求你告诉我。<br/>是你向米尔丁搭 造那座通天梯吗？<br/>是我祷告的旋风暴 让我平静吗？<br/>主啊，给我勇气去追随 您的,p99
当我遇到哈利先生的时候，我并不惊奇<br/>在那个城市里会有人像我一样地优秀。<br/>我非常的难过，因为他只是一个孩子<br/>他想和我见面，我答应了。<br/>我想：“如果他只是一个孩子，我会很温柔。”<br/>然而，他是一个比较大一点的小伙子，他吃蜜就像我平日的午餐。<br/>当我发现自己开始喜欢他以后<br/>我变的不像个平常的女人了。<br/>那是因为我见到那个男人<br/>然后，我开始叽叽�,p99
海枯石烂<br/>爱的誓言<br/>永远袂相欠<br/>情海浮沉<br/>往事随风<br/>梦中的相逢<br/>甜蜜的情话<br/>随风飘散<br/>我在盼望你在等待<br/>山也无言<br/>水也呜咽<br/>问世间情是何物<br/>当我冷漠<br/>当我无情<br/>甚至开始抗拒<br/>心在颤抖<br/>泪还朦胧<br/>事后却难认同<br/>逃又无处<br/>躲又无从<br/>竟不知所措,p99
当我每次看见他们，我的母校的一群大人物<br/>这一切是为什么！　为什么必须这样？<br/><br/>我们相爱，为什么我们会厌倦？　为什么？<br/>什么？为什么我们会生气？　为什么！<br/><br/>当我看到节奏在夜晚中，这是不要去不了<br/>等待有一天，我们会再见面，不能分开太长太远<br/>多少次，我欲言又止，我了解你的犹豫<br/>但我不会让它结束！　现在我不能把它藏在你身后<br/><br/>让我们去,p99
Aint no sunshine when she's gone It's not warm when she's away<br/>And she's always gone too long Anytime she goes away<br/>Aint no sunshine when she's gone And she's always gone too long,p99
(合)一步一步像恒星转动<br/>逆风也不放手<br/>因为你在我胸口擦亮的梦<br/>一天一天像恒星闪烁<br/>心跳绝不放松<br/>我相信未来会有未来的我<br/><br/>(东)你的微笑像火柴<br/>划过我心脏动脉<br/>眼前突然间出现<br/>梦的形状等着我探勘<br/><br/>,real
轻轻笑声 在为我送温暖<br/>妳为我注入快乐强电<br/>轻轻说声 漫长路快要走过<br/>终于走到明媚晴天<br/>(声声)欢呼跃起 像红日发放金箭<br/>我伴妳往日笑面重现<br/>轻轻叫声 共抬望眼看高空<br/><br/>终于青天优美为妳献<br/>拥着妳 当,real
THE NIGHT<br/><br/>昨天好美 只要是有你的画面 都是记忆经典<br/>每次回味 嘴角弧线把忧愁都溶解<br/><br/>记忆的线 时间是一个圆圈圈 过去循环眼前<br/>相爱细节 是我脑海里唯一的乐园<br/><br/>记得洒满银色月光那夜 静静,real
疾似风 用劲冲 追赶我的美梦<br/>任雨打 未怕它 挥洒那猛风中<br/>让理想 尽发挥 天生我必有用<br/>动脑筋 尽我心 在思考中变通<br/><br/>竞争进步 用我的斗志与大勇<br/>天天去练习 管它冷风冰冻<br/><br/>发挥友情 互勉中你我最,real
你我就如窗边雨水～<br/>背弃密云跟风向找一角 暂居<br/>过客亦求安睡<br/>最怕突然打雷 惊吓 呼喊梦见的～ 仙境粉碎<br/><br/>你我又如敢死战队～<br/>对抗坏人击不退 少不免得罪<br/>如孱弱被一击致命<br/>如强硬没一点畏惧～ 在炮火,real
因为喜欢有了爱 希望的花真的开<br/>在你面前我像个小孩 兴奋得连自己都出卖<br/>握住你就像握住了爱 溺爱的心百分之百<br/><br/>其实我还并不坏 只是感情太坦白<br/>敢爱的人就怕会失败 请别把我随便塞<br/><br/>真心真意真的爱上你,real
分不出是泪是雨<br/>泪和雨忆起了你<br/>忆起你雨中分离<br/>泪珠儿洒满地<br/>哭泣 你哭泣为了分离<br/>分离 分离后再相见不易<br/>我重把你的爱情藏在我心底<br/>啊 藏在我心底<br/>就好像藏起回忆<br/><br/>我喜欢绵绵细雨<br/>细雨里忆起了你<br/>,real
钱有时买得到快乐 但却买不到爱人<br/><br/>不见人客的鲍翅席 难道又会更开心<br/><br/>讨厌的说喜爱 喜爱的说讨厌<br/><br/>讨厌的说喜爱 喜爱的说讨厌<br/><br/>钱用完就算,real
Ready Going Ready 王牌对王牌<br/>Ready Going Ready 我就是王牌<br/>我抢夺先机 登峰造极<br/>我们就是王牌<br/>世界有几十亿人口 闪耀在每一个角落<br/>我是最独一无二的 OH OH O,real
咪笑我爱着那些长丝袜<br/>我秀发到脚眼似长毛怪物<br/>相当之出众但衰人<br/>不断hurt我嘘我虾我<br/>从前试过<br/>穿起我妹妹那些衫裤裙<br/>衫裤裙衫裤(哎呀哎呀仲有呢)<br/>从前试过<br/>跟一班师妹学下做瑜珈<br/>做瑜珈做完<br/>见你咁,real
电影 开心鬼 主题曲<br/><br/>心肝宝贝 突然在眼前 我急促气喘<br/>动情为你 盼君可发现 回赠相思一串<br/><br/>如火的眼波 跟你通电 倾出我灼热狂焰<br/>瞳孔早扩张 失去焦点 心窗已虚掩<br/><br/>△心肝宝贝 梦正甜 叹春宵太短,real
综艺节目 梦想演播厅 主题曲<br/><br/>这一刻站上舞台的勇气<br/>灯光点燃了热情<br/>Shining light light light tonight<br/>台下为我们呐喊的声音<br/>同唱追梦的旋律<br/>Shining ligh,real
送妳一百九十九朵玫瑰 代表我的思念<br/>思念去年的夏天 思念妳含着泪的眼<br/>送妳一百九十九朵玫瑰 代表我的想念<br/>想念甜美旧时光 想念妳依偎在我身旁<br/><br/>再送妳一滴我的眼泪 代表我的心已碎<br/>曾经头也不回 竟让花,real
电影 匆匆那年 主题曲<br/><br/>匆匆那年 我们究竟说了几遍 再见之后再拖延<br/>可惜谁有没有爱过 不是一场七情上面的雄辩<br/>匆匆那年 我们一时匆忙撂下 难以承受的诺言<br/>只有等别人兑现<br/><br/>不怪那吻痕 还没积累成茧<br/>,real
都是我 耶~~<br/><br/>就像早就知道 一个故事所有情节<br/>却还是会去重温一遍 熟悉感觉<br/>我们心里了解 这出戏不该再接 却没有拒绝<br/>我看着妳对着空气做表情<br/>没有对手的戏一场又一场<br/>妳只好一个人对镜头笑<br/>如果我真,real
浓情掠过瞬间即逝<br/>埋没我心底<br/>无从预计你的心内<br/>容纳爱的空位<br/>身边虚假留下的安慰<br/>是你那骗人造诣<br/>从谈话里你的虚伪<br/>蚕蚀我身体<br/>谁能预计爱的绚丽<br/>全被猛火烧毁<br/>种种苦楚楚在心交替<br/>象对我说 热爱枯萎<br/>,real
想她早已使我伤透脑筋 因她心里仿似不会安份<br/>心只恐她偷偷的爱别人 分天一秒都已不会放心<br/>菲林早已装上一切谨慎 天阴阴跟踪她街里夜行<br/>(不愿爱恋中牺牲) 不甘一生都灰暗 (搜集証供去质问)<br/>我像武士道化,real
谁在昨天放低我 然后再 赐给我被窝<br/>其实上天已不错 能让你间中爱我<br/>完全谅解你的错 同样我错给你太多<br/>为何让我不珍惜我 随便你 去宰割我<br/><br/>你拯救我 撕毁我<br/>然后再双手暖我 使我没法躲<br/>你支配我 牺牲,real
狼来了 将一颗痴心吃掉了 我没法预料这一个后果<br/>明明仍在欢笑 不消一秒尽碎掉留下你的容颜在思忆中捉弄我<br/><br/>狼来了 天空的星星退避了 我没法入睡伤心痛楚<br/>缓缓地泪干了 昨日的爱亦弃掉 如让我可重头 是否,real
你别惊讶<br/>徘徊在这条静静路上做什么<br/>夜的都市蒙上一层纱<br/>雾色如梦如画 徜徉月下<br/>悠然自得 忘情舞蹈<br/>我踢踢又踏踏<br/><br/>月儿高挂把银粉洒<br/>啊大地笼罩一片光华<br/>拖长我们影子好优雅<br/>虫声伴奏沙沙在月下<br/>谈起往,real
1974年电影 燕飞翔 插曲<br/><br/>我从大街走过 大街上行人如梭<br/>我不认识谁 谁也不知我<br/>我从小巷走过 小巷里行人几个<br/>到处多陌生 孤单又寂寞<br/><br/>小河边 找不到 往日的欢乐<br/><br/>青草地 看不见 有人在唱歌<br/>,real
困在重复梦境 迷恋百年孤寂<br/>好久不见的你 结霜的玫瑰花<br/>怀念我们叹息 想像抱在一起<br/>平行的时空里 你跟我在对话<br/><br/>一起游戏 一起沉没 一路到底 漂著<br/>一声巨响 一场荒凉 无解飞行 拴著<br/>你灵魂 我身体,real
虽然经常梦见你 还是毫无头绪<br/>外面正在下著雨 今天是星期几<br/>But I don't know 你在哪里<br/><br/>虽然不曾怀疑你 还是忐忑不定<br/>谁是你的那个唯一 原谅我怀疑自己<br/><br/>我明白 我要的爱<br/>会把我宠坏,real
爱情没有把握 没有永远的承诺<br/>有时会难过 有时候也会不错<br/>人们来匆匆 去也去得不从容<br/>来来来一起舞吧<br/>别再抱怨 伤心也要放假<br/>总有好的一天<br/><br/>一起森巴舞 不用孤独<br/>抛开烦恼与痛苦<br/><br/>一起森巴舞 不再孤,real
说来好笑 大多数人始终学不好<br/>失恋的痛苦容易忘掉<br/>心像嗜糖的蚂蚁盲目了<br/>闻到爱情的味道就往下掉<br/>至少我已经学会说不要<br/>不让理智被爱情出卖掉<br/>虽然偶尔寂寞会敲门找<br/>却躲过爱情的烦恼 wu...<br/><br/>寂寞刚,real
"哇..大家好. (- -笑场)<br/>哈喽!大家好,我是JJ林俊杰.<br/><br/>呜~! (- -搞气氛) 谢谢大家的到来,<br/>我等了好多个100天..(- -一时紧张,笑场)<br/><br/>谢谢大家,欢迎大家来到林俊杰的JJ P",real
电影 向左走向右走 第一波主打歌<br/><br/>听见 冬天的离开 我在某年某月 醒过来<br/>我想 我等 我期待 未来却不能因此安排<br/><br/>阴天 傍晚 车窗外 未来有一个人在等待<br/>向左 向右 向前看 爱要拐几个弯才来<br/><br/>我,real
看到你想到伊 茫茫亲像块酒醉<br/>想起故乡心爱你 不觉心内真稀微<br/><br/>不是我无勇气 不是我无爱你<br/>不愿乎人看无起 才著离别造千里<br/>吉他声唱情诗 轻轻叫着你名字<br/>希望永远伴着你<br/><br/>《看着你想着伊》Khuànn,real
晚饭得我望前顾后 餐厅窗边走回头<br/>方便面跟我是朋友 熟悉得不须要抬头<br/>不管我 留嘴边的污垢<br/>不知我 连番激斗没对手才独斗<br/>杀光种种妖兽 但我也快要成为怪兽<br/><br/>我没风格没人注视 花不起钱赶潮流<br/>我没好处,real
WOO....A 可否争番一口气<br/>我是恶梦 天天都可骚扰你<br/>与你遇着在路途 你莫退避<br/>我是愤怒 分分钟可烧死你<br/>几多虚假的好汉 都睇不起！<br/><br/>只想吞千吨的怒火 未去想失声高叫<br/>I'LL NEVER D,real
多一啲 多一啲 多一啲 抱爱侣安睡<br/>多一啲 多一啲 多一啲 亲手帮助谁 抹掉雨水<br/>多一啲 多一啲 多一啲 对世界考虑<br/>内心的歌 笑着去写<br/>写进年纪去 热情热诚做文具<br/><br/>多一啲 多一啲 多一啲 欢呼中相,real
你又不是李白 不用说诗的对白<br/>不用酒后安排 浪漫的交待<br/>感情虽然失败 还好甜点很精彩<br/>谢谢你的招待 这一次的单我来买 原谅我心情还愉快<br/><br/>为什么要分开 我连猜也不想猜<br/><br/>我不是庸才 你不是天才 也不是,real
天空 似预告暴雨 又再次翻飞 仍不退避<br/><br/>就算气候变幻我亦已预期<br/><br/>心中 我已看透 是往事会变依稀<br/><br/>人于世上 要绝对尽兴 直至没法要别离<br/><br/>简单的哲理 欢欣跟痛悲 辗转会有转机<br/><br/>(要)面对自己 每,real
Love Follows Us<br/><br/>别想你 忍不住我提醒自己 伤了心 有些事也要过去<br/>心很痛 痛的不想再做我自己 别回头 情已去缘已尽<br/><br/>很想你 也不是因为失去你 爱了你 用尽我全心全力<br/>一生情 只为这,real
在这个爱的世界里没有猜疑，<br/>也没有分离，更没有哭泣，<br/>在这个爱的世界里充满欢笑，<br/>更充满甜蜜，在你的心里。<br/>在这个世界里有我就有你，<br/>我陪伴着你，像鸟比翼，<br/>在这个世界里有我就有你，<br/>我陪伴着你，像鸟,real
今晚睡不着 明天就要返乡<br/>太多的东西塞满了行李箱 都装不完<br/>到银行领了现钞 准备好要派的红包<br/>反复检查皮夹和背包 带上胃药车票和口罩<br/><br/>看 这城市满目疮痍 饱受着重创<br/>看似光鲜亮丽的背后 多少人遍体鳞,real
看着被妳 退回的信 烧成了灰烬<br/>一字一泪 灰飞烟灭 我才肯相信<br/>在我们已经僵持的心里<br/>用同样的决心 作不同的决定<br/><br/>这样也好 我的远行 回程就放弃<br/>一站一站 带着伤心 一路走下去<br/>让异乡我不熟悉的言语,real
长帆悠悠靠岸 仍未靠向我只好在看<br/>长帆榜长堤上 笑问只身的我 是否心底向往<br/><br/>情缘谁人也希罕 无论有过万次的失望<br/>仍遥望帆遥荡 纵是千千的过 自有张来日靠心上<br/><br/>情来自有方 只要仍祈望 天边海角互不相,real
一时 迷失 红绿灯都停止<br/>接二连三台风 叫人放肆<br/><br/>四分五裂的禁止 七上八下的心事<br/>扮林黛玉 扮爱丽丝 扮小王子<br/>我 只不过是你的零食 /哼<br/><br/>一时 遗失 回家的地址<br/>还得三番两次 说谎来掩饰 /累死,real
一于努力 一于努力换个对象<br/>一于记住 一于记住创新方向<br/>一于努力 一于努力留下印象<br/>一于记住 一于记住每天向前望<br/>今日我就想同大家讲哧耶稣<br/>你未必钟意听 不过听过好过没<br/>我知道你的好多个都念过定煲<br/>不,real
DNF 十周年主题曲<br/><br/>感谢这挑剔性格<br/>绝不肯将就言和<br/>从不满意所谓合格<br/>对每个我攻无不克<br/>参赛者越来越多<br/>天敌却只有一个<br/>号角一响头也不回<br/>我眼中只瞄准我<br/><br/>让我拿下  上个我<br/>造的传说(记录用来打,real
